institution_id,class_id,item_id,item_type,chapter,page,dcl_pre_exercise_code,dcl_sample_code,dcl_solution,dcl_sct,dcl_hint,lrn_activity_reference,lrn_question_reference,lrn_question_position,lrn_type,lrn_template_name,chapter_number,section_number,review_flag
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_MoreWays_12,learnosity,Chapter 4 - Explaining Variation,4.5 Even More Ways: Putting these Plots Together,NA,NA,NA,NA,NA,NA,0853d2fc-eafc-4222-b5de-ebb87561a2c3,1,clozeassociation,Cloze with drag & drop,4,5,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_MoreWays_12,learnosity,Chapter 4 - Explaining Variation,4.5 Even More Ways: Putting these Plots Together,NA,NA,NA,NA,NA,NA,9b811095-27ad-4e02-b522-8d7c7e073c8f,2,clozeassociation,Cloze with drag & drop,4,5,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Representing_1,learnosity,Chapter 4 - Explaining Variation,4.6 Representing Relationships Among Variables,NA,NA,NA,NA,NA,NA,507d5006-be8b-40c3-b46b-bd3abbcc2b18,1,mcq,Multiple choice – block layout,4,6,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Representing_2,learnosity,Chapter 4 - Explaining Variation,4.6 Representing Relationships Among Variables,NA,NA,NA,NA,NA,NA,d005bdc0-c631-4c2d-a536-e8e7dee54eb7,3,plaintext,Essay with plain text,4,6,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Representing_2,learnosity,Chapter 4 - Explaining Variation,4.6 Representing Relationships Among Variables,NA,NA,NA,NA,NA,NA,f12a31ed-e8f3-4e86-a39c-b6498a3f6c3c,1,plaintext,Essay with plain text,4,6,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Representing_2,learnosity,Chapter 4 - Explaining Variation,4.6 Representing Relationships Among Variables,NA,NA,NA,NA,NA,NA,f63591ed-cf38-4eb2-8f7a-601be6bd531e,2,plaintext,Essay with plain text,4,6,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Sources_1,learnosity,Chapter 4 - Explaining Variation,4.7 Sources of Variation,NA,NA,NA,NA,NA,NA,17c419e9-fc5b-4ea7-99bf-81b09951b194,1,association,Match list,4,7,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_1,learnosity,Chapter 4 - Explaining Variation,4.8 Randomness,NA,NA,NA,NA,NA,NA,aca26bf6-6a53-4bfe-a32c-969a746809ba,1,shorttext,Short text,4,8,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_1,learnosity,Chapter 4 - Explaining Variation,4.8 Randomness,NA,NA,NA,NA,NA,NA,fa6b9351-c3f7-4874-8193-640a3e29669a,2,plaintext,Essay with plain text,4,8,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_5,learnosity,Chapter 4 - Explaining Variation,4.8 Randomness,NA,NA,NA,NA,NA,NA,05fdead4-7fec-4624-b7d4-5821e1179690,1,plaintext,Essay with plain text,4,8,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_5,learnosity,Chapter 4 - Explaining Variation,4.8 Randomness,NA,NA,NA,NA,NA,NA,445cd330-4e21-4860-b6f4-83af84bdcf59,2,plaintext,Essay with plain text,4,8,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_5,learnosity,Chapter 4 - Explaining Variation,4.8 Randomness,NA,NA,NA,NA,NA,NA,a4f29e89-8f30-48e9-84c1-5f53fb3bff1e,3,mcq,Multiple choice – block layout,4,8,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_6,learnosity,Chapter 4 - Explaining Variation,4.8 Randomness,NA,NA,NA,NA,NA,NA,1d1d9f5a-294e-4e20-bceb-13f5a8363f62,1,choicematrix,Choice matrix – standard,4,8,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_1,learnosity,Chapter 4 - Explaining Variation,4.9 From Categorical to Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,5795dc10-fd64-4555-ac10-757b0c25b1ff,1,plaintext,Essay with plain text,4,9,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_11,learnosity,Chapter 4 - Explaining Variation,4.9 From Categorical to Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,1a6b3645-13e5-4d67-9656-e02cabf6ff67,1,mcq,Multiple choice – block layout,4,9,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_12,learnosity,Chapter 4 - Explaining Variation,4.9 From Categorical to Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,ff369169-93f8-42fc-9416-c17d6ee77bb7,1,mcq,Multiple choice – block layout,4,9,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_3,learnosity,Chapter 4 - Explaining Variation,4.9 From Categorical to Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,a092e060-d3fd-4ae4-880f-717d140205b5,1,plaintext,Essay with plain text,4,9,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_4,learnosity,Chapter 4 - Explaining Variation,4.9 From Categorical to Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,09b9dd5a-509d-48d2-8ad3-37cbce3fa64a,1,mcq,Multiple choice – standard,4,9,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_5,learnosity,Chapter 4 - Explaining Variation,4.9 From Categorical to Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,8f973cc6-8827-4a0b-95c4-8bc09a736aea,2,plaintext,Essay with plain text,4,9,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_5,learnosity,Chapter 4 - Explaining Variation,4.9 From Categorical to Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,923ea985-f665-4abd-91e1-64f765d6a045,1,mcq,Multiple choice – block layout,4,9,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_6,learnosity,Chapter 4 - Explaining Variation,4.9 From Categorical to Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,ae0b9c05-0941-4373-844d-aced68f45f03,1,plaintext,Essay with plain text,4,9,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_7,learnosity,Chapter 4 - Explaining Variation,4.10 Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,92e01afd-705d-4263-a767-bd1b247883b0,1,mcq,Multiple choice – block layout,4,10,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_8,learnosity,Chapter 4 - Explaining Variation,4.10 Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,fd46c5f4-e9e5-4ed0-a84c-d7587bba73b8,1,mcq,Multiple choice – block layout,4,10,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_9,learnosity,Chapter 4 - Explaining Variation,4.10 Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,c814caf2-8fc2-424f-80a0-a9ab9974b42b,1,plaintext,Essay with plain text,4,10,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_9,learnosity,Chapter 4 - Explaining Variation,4.10 Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,cc07162e-b724-483e-bed8-6ab40d085811,2,plaintext,Essay with plain text,4,10,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_9,learnosity,Chapter 4 - Explaining Variation,4.10 Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,e4cf5280-540f-4b74-b024-73c49bf7ac7f,3,plaintext,Essay with plain text,4,10,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_10,learnosity,Chapter 4 - Explaining Variation,4.10 Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,55efbf9f-0012-4453-bedf-712d827976ac,4,mcq,Multiple choice – block layout,4,10,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_10,learnosity,Chapter 4 - Explaining Variation,4.10 Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,5fa20339-2d13-4cbf-abe2-73ddcc54be90,3,mcq,Multiple choice – block layout,4,10,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_10,learnosity,Chapter 4 - Explaining Variation,4.10 Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,a649b817-8acb-44e2-88fc-c51d52717a05,2,mcq,Multiple choice – block layout,4,10,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_10,learnosity,Chapter 4 - Explaining Variation,4.10 Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,b61a384c-2c18-465e-9dcc-f25e741958db,5,mcq,Multiple choice – block layout,4,10,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Quantitative_10,learnosity,Chapter 4 - Explaining Variation,4.10 Quantitative Explanatory Variables,NA,NA,NA,NA,NA,NA,f3b73cbd-b0f7-470f-af53-2ed46b9e05dd,1,mcq,Multiple choice – block layout,4,10,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_1,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,28fed4ff-10b7-452d-8215-a97e1496fe67,2,shorttext,Short text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_1,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,4f6d3062-b4cc-46cf-b764-da6cea208e20,3,shorttext,Short text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_1,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,5721f66c-e714-4414-9b61-1d6063d4a6f5,1,shorttext,Short text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_1,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,a32ac079-8409-4d1a-8364-17ae78ca433c,5,plaintext,Essay with plain text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_1,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,be18bfb8-078a-49c7-9974-fb9ee285be40,4,plaintext,Essay with plain text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_2,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,57384c4f-4bda-4338-99b2-ab8181e6b815,4,plaintext,Essay with plain text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_2,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,7e3aadb1-15ee-4ea5-a759-b724317e29b7,3,shorttext,Short text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_2,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,8a169a2a-c435-46bb-8f17-b5edb72cbafe,5,plaintext,Essay with plain text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_2,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,e5cb2c00-cb96-4ab2-b599-ad03424cceb0,1,shorttext,Short text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_2,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,e70ca996-a0da-4152-b369-1ce1fa45ca30,2,shorttext,Short text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_3,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,b2e8e94e-55b5-4e81-91a9-db7de2092789,1,shorttext,Short text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_5,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,1fa49bf5-7174-4e7d-b060-d04fab05e8cd,1,association,Match list,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_4_v2,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,2ed7aa0d-fa11-44a7-ab26-5de67b93c352,1,shorttext,Short text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Research_4_v2,learnosity,Chapter 4 - Explaining Variation,4.11 Research Design,NA,NA,NA,NA,NA,NA,9cb5e6ff-5bab-46b1-b60a-c93cbcaebd4a,2,plaintext,Essay with plain text,4,11,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_07,learnosity,Chapter 4 - Explaining Variation,4.12 Considering Randomness as a Possible DGP,NA,NA,NA,NA,NA,NA,e162724d-0a61-43c5-84fb-63fc53136876,1,mcq,Multiple choice – block layout,4,12,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_08,learnosity,Chapter 4 - Explaining Variation,4.12 Considering Randomness as a Possible DGP,NA,NA,NA,NA,NA,NA,739e6caa-19cb-48ee-b117-80d9d74bdcf9,1,mcq,Multiple choice – block layout,4,12,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_09,learnosity,Chapter 4 - Explaining Variation,4.12 Considering Randomness as a Possible DGP,NA,NA,NA,NA,NA,NA,03cdcda0-20f7-48f5-b19c-2d305d74ec59,1,mcq,Multiple choice – block layout,4,12,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_10,learnosity,Chapter 4 - Explaining Variation,4.12 Considering Randomness as a Possible DGP,NA,NA,NA,NA,NA,NA,0c426469-d4a5-4962-96b0-f7806be91666,1,mcq,Multiple choice – block layout,4,12,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_11,learnosity,Chapter 4 - Explaining Variation,4.13 Shuffling Can Help Us Understand Real Data Better,NA,NA,NA,NA,NA,NA,b8654743-4edc-4467-8751-38c9a8cec43e,1,mcq,Multiple choice – block layout,4,13,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_12,learnosity,Chapter 4 - Explaining Variation,4.13 Shuffling Can Help Us Understand Real Data Better,NA,NA,NA,NA,NA,NA,00483f02-4884-4d3e-b323-a612d871a157,1,plaintext,Essay with plain text,4,13,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Randomness_13,learnosity,Chapter 4 - Explaining Variation,4.13 Shuffling Can Help Us Understand Real Data Better,NA,NA,NA,NA,NA,NA,cd83f41a-d747-463f-9888-9a449e94830e,1,mcq,Multiple choice – block layout,4,13,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Utility_Ratings,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,01da2198-6fa6-4712-af6a-8c79aa8538a9,3,mcq,Multiple choice – standard,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Utility_Ratings,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,0b082acb-6334-4307-b5c4-041d52122487,1,mcq,Multiple choice – standard,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Utility_Ratings,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,5e74c1c0-81d8-434a-98c9-2665f4617b3d,5,mcq,Multiple choice – block layout,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Utility_Ratings,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,61f1f087-ad6b-4ba8-be99-c7ae3c782253,9,mcq,Multiple choice – block layout,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Utility_Ratings,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,67f6c567-8d15-42f6-a699-23597237ed7e,8,mcq,Multiple choice – block layout,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Utility_Ratings,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,7fc1ce45-9b0f-4623-897b-d4c31b40b51d,4,mcq,Multiple choice – standard,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Utility_Ratings,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,858f4879-0ece-42cc-ac17-8ced01f0f3bb,10,plaintext,Essay with plain text,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Utility_Ratings,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,a5df6255-8758-49b8-abcc-b24db1a5fb2a,6,mcq,Multiple choice – block layout,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Utility_Ratings,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,c15fd701-addc-4b5a-8a5a-5dcbc9d13760,7,mcq,Multiple choice – standard,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch4_Utility_Ratings,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,fe7e4954-31c9-4b42-80c9-74b877a98d59,2,mcq,Multiple choice – standard,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Mid1_Conf_Conc,learnosity-activity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,Mid1_Survey_1222,689f9260-528a-421f-80b9-90227e901d44,1,choicematrix,Choice matrix – standard,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Mid1_Conf_Conc,learnosity-activity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,Mid1_Survey_1222,de28779e-8bad-4951-8712-548f86191cf9,2,choicematrix,Choice matrix – standard,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Mid1_EVC,learnosity-activity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,Mid1_Survey_1222,9813e0fc-51bd-4351-8193-f337ff6c9ad3,1,choicematrix,Choice matrix – standard,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Mid1_Mindset_v2,learnosity-activity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,Mid1_Survey_1222,1945a690-61b4-43b8-a711-7eb00894d003,1,choicematrix,Choice matrix – standard,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Mid1_Pilot_1222,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,cebffb98-98aa-4d6c-9b8c-c6910cb45603,2,choicematrix,Choice matrix – standard,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Mid1_Pilot_1222,learnosity,Chapter 4 - Explaining Variation,4.14 Quantifying the Data Generating Process,NA,NA,NA,NA,NA,NA,d7e72cbd-2aed-4f4e-a228-90b37a96e45f,1,choicematrix,Choice matrix – standard,4,14,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_01,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,45ff4303-04f2-46c4-bc2a-1eca369f142e,1,plaintext,Essay with plain text,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_02,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,37222410-bb69-45d2-adc4-fc087127c699,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_03,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,27af96a4-2653-496b-a1ea-2ec6e0b8d86a,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_04,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,d403aeb1-42c4-406e-ab41-b66a935e7629,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_05,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,d060597b-c6cb-4edf-bdac-a553fb4d6ce8,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_06,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,628da647-faad-4843-9bd7-e368e7dc5a28,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_07,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,d4a6dca5-e06e-44ea-a78f-fab843455529,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_08,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,f480ddc2-8e03-4e37-94f0-d2505dfa0d2f,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_09,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,abc8db06-46cf-4e05-89dc-d2c9a78bfa78,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_10,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,bfc1cb04-aafc-4663-8d30-bf03929850c8,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_11,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,1ffc8511-2e70-4510-b1af-db910ffa908c,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_12,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,04ea99b2-d7bd-4192-bc13-972277ae21e9,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_13,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,6816b923-fa43-4a6e-9bbb-234a73f4135b,1,mcq,Multiple choice – block layout,4,15,TRUE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,A4_Review1_14,learnosity,Chapter 4 - Explaining Variation,4.15 Chapter 4 Review Questions,NA,NA,NA,NA,NA,NA,4b537911-7656-44ae-af0d-4230d84c1b3f,1,mcq,Multiple choice – block layout,4,15,TRUE
