book,release,institution_id,class_id,student_id,chapter_number,construct,response
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,5f7aee38-fac6-4ddb-9c0f-38a5e2706d66,13,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,5f7aee38-fac6-4ddb-9c0f-38a5e2706d66,13,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,10,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,11,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,12,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,2,Cost,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,3,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,4,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,5,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,6,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,7,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,8,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,9,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,10,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,11,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,12,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,2,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,3,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,4,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,5,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,6,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,7,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,8,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,9,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,10,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,11,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,12,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,2,Intrinsic Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,3,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,4,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,5,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,6,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,7,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,8,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,9,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,10,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,11,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,12,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,2,Utility Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,3,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,4,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,5,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,6,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,7,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,8,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,9,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,13,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,13,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,13,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,6b8d3a30-7ae3-439e-a181-faabe152bc35,13,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,10,Cost,3
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,11,Cost,3
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,12,Cost,3
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,2,Cost,1
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,3,Cost,1
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,4,Cost,1
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,5,Cost,2
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,6,Cost,1
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,7,Cost,3
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,8,Cost,2
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,9,Cost,2
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,10,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,11,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,12,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,2,Expectancy,6
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,3,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,4,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,5,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,6,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,7,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,8,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,9,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,10,Intrinsic Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,11,Intrinsic Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,12,Intrinsic Value,6
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,2,Intrinsic Value,6
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,3,Intrinsic Value,6
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,4,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,5,Intrinsic Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,6,Intrinsic Value,6
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,7,Intrinsic Value,6
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,8,Intrinsic Value,6
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,9,Intrinsic Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,10,Utility Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,11,Utility Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,12,Utility Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,2,Utility Value,6
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,3,Utility Value,6
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,4,Utility Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,5,Utility Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,6,Utility Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,7,Utility Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,8,Utility Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,9,Utility Value,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,13,Cost,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,13,Utility Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,13,Expectancy,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,75ea7e17-f832-4aa5-a225-4dbe88b5b6c6,13,Intrinsic Value,NA
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,10,Cost,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,11,Cost,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,12,Cost,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,2,Cost,2
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,3,Cost,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,4,Cost,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,5,Cost,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,6,Cost,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,7,Cost,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,8,Cost,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,9,Cost,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,10,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,11,Expectancy,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,12,Expectancy,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,2,Expectancy,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,3,Expectancy,6
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,4,Expectancy,5
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,5,Expectancy,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,6,Expectancy,3
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,7,Expectancy,3
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,8,Expectancy,4
College / Advanced Statistics and Data Science (ABCD),v5.1.1,292cff87-3c74-4e94-8622-233afb0427dd,84444a0e-2905-46a8-bc93-5f566c0c1916,8c196e62-1ddb-4162-8a82-8225e877f078,9,Expectancy,4
